1.55945	-0.138501	0	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	6.95323e-310	6.95322e-310
1.54936	0.359981	2.29171	-1.72079e-08	0	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	6.95323e-310	5.81727
3.78156	-0.133775	2.61637	-0.342754	-0.121563	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	6.31803	5.81727
4.08703	0.0694184	2.74041	-0.0931689	0.0359708	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	6.31803	32.1314
6.74266	0.418302	3.44524	-0.0367206	0.0549828	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	5.78428	32.1314
6.51549	0.438177	2.56976	0.0183094	-0.0304659	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	5.78428	8.18452
9.02569	0.592253	2.71898	0.105986	0.0616538	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	0.474062	8.18452
8.93837	0.662275	2.55614	0.147456	0.0906593	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	0.474062	9.03385
11.5002	1.66028	2.81269	0.549698	0.332723	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	2.00596	9.03385
11.4589	1.62476	2.72429	0.536344	0.328156	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	2.00596	3.56692
13.6793	2.33051	2.06897	0.337027	-0.0758892	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	7.32139	3.56692
13.7123	2.30331	2.48188	0.289209	-0.122628	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	7.32139	9.99414
16.4761	2.89931	2.9824	0.151016	-0.12747	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	4.32266	9.99414
16.3447	2.89309	2.75228	0.162993	-0.11907	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	4.32266	1.753
18.9994	3.70038	2.78794	0.354558	0.125705	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	1.09688	1.753
19.1761	3.71894	2.63461	0.385389	0.187061	19.363	3.87122	18.923	3.74161	2.61382	0.95648	1.09688	10.3785
21.3847	4.73626	2.43832	0.501092	0.134295	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	0.621415	10.3785
21.5627	4.73902	2.83245	0.432372	0.0567514	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	0.621415	3.2618
24.1073	5.57494	2.66555	0.27013	-0.1147	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	0.826829	3.2618
24.4265	5.59405	3.07909	0.200125	-0.17598	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	0.826829	12.0864
26.8171	6.95549	2.47989	0.573316	0.244546	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	9.96244	12.0864
26.736	6.9368	2.95772	0.500766	0.0921911	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	9.96244	12.9676
29.5224	8.08923	3.06241	0.331071	-0.124523	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	1.25659	12.9676
29.51	8.09287	3.0242	0.337332	-0.11888	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	1.25659	0.296599
31.9971	9.87333	2.93085	0.758533	0.306991	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	3.68989	0.296599
31.8599	9.85185	2.99868	0.71647	0.208067	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	3.68989	6.82227
34.6027	10.716	2.47083	0.144424	-0.417338	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	9.4937	6.82227
34.9511	10.7394	3.03664	0.0134758	-0.518037	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	9.4937	12.3887
37.4227	12.066	1.97537	0.472613	0.184811	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	26.8167	12.3887
37.6084	12.0533	2.93024	0.46259	0.101617	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	26.8167	14.9867
40.2709	13.4642	3.10533	0.518242	0.0594641	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	0.549993	14.9867
40.0994	13.4608	3.01547	0.557307	0.0899829	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	0.549993	4.19232
42.7454	14.8316	3.00853	0.449373	-0.0682262	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	0.495707	4.19232
42.6946	14.8337	3.1065	0.455146	-0.0716497	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.495707	1.35316
45.344	16.5479	3.20286	0.63222	0.124086	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	0.779398	1.35316
45.4924	16.5556	3.24383	0.628309	0.146401	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	0.779398	3.76827
48.2706	17.3044	2.51131	0.166305	-0.325557	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	9.93764	3.76827
48.1502	17.3144	2.71337	0.223167	-0.245717	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	9.93764	5.40398
50.5978	19.0567	2.71978	0.865875	0.456277	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	9.03876	5.40398
50.5867	19.0339	3.08457	0.779467	0.282776	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	9.03876	5.47137
53.6511	19.9165	2.5337	0.0285179	-0.553723	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	15.7564	5.47137
53.5756	19.9291	2.76354	0.0944609	-0.445317	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	15.7564	2.95311
56.0772	21.0772	2.39168	0.506877	0.211782	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	9.54149	2.95311
55.9851	21.0601	2.63233	0.458251	0.121514	55.867	20.985	55.9669	20.9874	2.56561	0.978022	9.54149	5.20759
58.5984	21.7871	2.70461	0.16515	-0.216052	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	2.38492	5.20759
58.6416	21.7931	2.86166	0.160088	-0.209266	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	2.38492	0.521986
61.0013	22.7823	2.42223	0.410135	0.129724	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	5.05934	0.521986
60.8874	22.7693	2.61437	0.380926	0.0768881	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	5.05934	6.0346
63.376	23.4117	2.57539	0.194427	-0.132962	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.818503	6.0346
63.6273	23.4193	2.62431	0.132926	-0.205353	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	0.818503	10.7355
66.2822	23.99	2.7661	0.236666	0.0426007	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	1.55033	10.7355
66.0192	23.9781	2.29015	0.218105	0.0137429	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	1.55033	6.80521
68.2543	24.3596	2.31016	0.147184	-0.052996	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.0871908	6.80521
